FlatFileSource_Name,FlatFileSource_ConnectionName,FlatFileSource_DataType,FlatFileSource_ColumnDelimiter,FlatFileSource_Property,FlatFileSource_Format,OleDbSource_Name,OleDbSource_ConnectionName,OleDbSource_ReadSolids,OleDbSource_Property,MergeJoinTransform_Name,MergeJoinTransform_JoinType,MergeJoinTransform_JoinInput,MergeJoinTransform_JoinCondition,LookupTransform_Name,LookupTransform_InputName,LookupTransform_DestinationName,LookupTransform_LookupOutputColumn,LookupTransform_LookupSource,LookupTransform_LookupCondition,ExpressionTransform_Name,ExpressionTransform_InputName,OleDbDestination_Name,OleDbDestination_ConnectionName,OleDbDestination_Property,FlatFileDestination_Name,FlatFileDestination_ConnectionName,FlatFileDestination_DataType,FlatFileDestination_Format,FlatFileDestination_Property,xml_filename
CreditCardDetails,s3a://source-delta-lake/data/CreditCardDetails/,Text,;,"[{'@Name': 'FileName', '#text': 'CreditCardDetails.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,CreditCardDetails,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT CardID ,  CustomerID FROM CreditCardDetails'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CreditCardDetails'}, {'@OutputName': 'InventoryData', '@SourceName': 'TransactionHistory'}]",{'@JoinExpression': 'ProductData.TransactionID  = InventoryData.TransactionID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float8'}","{'@Name': 'CreditCardDetails', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.CardID  = CreditCardDetails.CardID '},ExpressionTransform1,Sort,CreditCardDetails,DatabaseConnection,"[{'@Name': 'CreditCardDetails', '#text': 'ProcessedCreditCardDetails'}, {'@Name': 'TransactionHistory', '#text': 'ProcessedCreditCardDetails'}]",CreditCardDetails,s3://delta-lake/CreditCardDetails/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CreditCardDetails.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml230.xml
TransactionHistory,s3a://source-delta-lake/data/TransactionHistory/,Text,:,"[{'@Name': 'FileName', '#text': 'TransactionHistory.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '150'}]",FixedWidth,TransactionHistory,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT TransactionID ,  CustomerID FROM TransactionHistory where CustomerID like 'F%''} ",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CreditCardDetails'}, {'@OutputName': 'InventoryData', '@SourceName': 'TransactionHistory'}]",{'@JoinExpression': 'ProductData.TransactionID  = InventoryData.TransactionID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int64'}","{'@Name': 'TransactionHistory', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.CardID  = TransactionHistory.CardID '},ExpressionTransform2,MultiCast,TransactionHistory,DatabaseConnection,"[{'@Name': 'CreditCardDetails', '#text': 'ProcessedCreditCardDetails'}, {'@Name': 'TransactionHistory', '#text': 'ProcessedCreditCardDetails'}]",TransactionHistory,s3://delta-lake/TransactionHistory/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'TransactionHistory.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml230.xml
CustomerCustomerOrders,s3://source-delta-lake/CustomerCustomerOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'CustomerCustomerOrders.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,CustomerCustomerOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT OrderID ,  CustomerID FROM CustomerOrders'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerCustomerOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'OrderDetails'}]",{'@JoinExpression': 'ProductData.OrderDetailID  = InventoryData.OrderDetailID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int32'}","{'@Name': 'CustomerCustomerOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.OrderID  = CustomerCustomerOrders.OrderID '},ExpressionTransform1,MergeJoin,CustomerCustomerOrders,DatabaseConnection,"[{'@Name': 'CustomerCustomerOrders', '#text': 'ProcessedCustomerOrders'}, {'@Name': 'OrderDetails', '#text': 'ProcessedCustomerOrders'}]",CustomerCustomerOrders,s3://delta-lake/CustomerCustomerOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CustomerCustomerOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml231.xml
OrderDetails,s3://source-delta-lake/OrderDetails/,Text,;,"[{'@Name': 'FileName', '#text': 'OrderDetails.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '120'}]",FixedWidth,OrderDetails,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT OrderDetailID ,  OrderID FROM OrderDetails where OrderID not in (select OrderID from orders where sum(amount) > 1000)'}",MergeJoin2,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerCustomerOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'OrderDetails'}]",{'@JoinExpression': 'ProductData.OrderDetailID  = InventoryData.OrderDetailID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int8'}","{'@Name': 'OrderDetails', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.OrderID  = OrderDetails.OrderID '},ExpressionTransform2,Merge,OrderDetails,DatabaseConnection,"[{'@Name': 'CustomerCustomerOrders', '#text': 'ProcessedCustomerOrders'}, {'@Name': 'OrderDetails', '#text': 'ProcessedCustomerOrders'}]",OrderDetails,s3://delta-lake/OrderDetails/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'OrderDetails.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml231.xml
PurchasePurchaseOrders,s3a://source-delta-lake/PurchasePurchaseOrders/,Text,|,"[{'@Name': 'FileName', '#text': 'PurchasePurchaseOrders.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,PurchasePurchaseOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT PurchaseOrderID ,  VendorID FROM PurchaseOrders'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'PurchasePurchaseOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ShipmentRecords'}]",{'@JoinExpression': 'ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' VendorID', '@DataType': 'Float8'}","{'@Name': 'PurchasePurchaseOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.PurchaseOrderID  = PurchasePurchaseOrders.PurchaseOrderID '},ExpressionTransform1,Sort,PurchasePurchaseOrders,DatabaseConnection,"[{'@Name': 'PurchasePurchaseOrders', '#text': 'ProcessedPurchaseOrders'}, {'@Name': 'ShipmentRecords', '#text': 'ProcessedPurchaseOrders'}]",PurchasePurchaseOrders,s3://delta-lake/PurchasePurchaseOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'PurchasePurchaseOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml232.xml
ShipmentRecords,s3://source-delta-lake/data/ShipmentRecords/,Text,;,"[{'@Name': 'FileName', '#text': 'ShipmentRecords.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,ShipmentRecords,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ShipmentRecordID ,  OrderID FROM ShipmentRecords where OrderID in (select OrderID from orders where country = 'korea')'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'PurchasePurchaseOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ShipmentRecords'}]",{'@JoinExpression': 'ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' VendorID', '@DataType': 'Int32'}","{'@Name': 'ShipmentRecords', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.PurchaseOrderID  = ShipmentRecords.PurchaseOrderID '},ExpressionTransform2,LookUp,ShipmentRecords,DatabaseConnection,"[{'@Name': 'PurchasePurchaseOrders', '#text': 'ProcessedPurchaseOrders'}, {'@Name': 'ShipmentRecords', '#text': 'ProcessedPurchaseOrders'}]",ShipmentRecords,s3://delta-lake/ShipmentRecords/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ShipmentRecords.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml232.xml
EmployeeEmployeeOrders,s3a://source-delta-lake/data/EmployeeEmployeeOrders/,Text,",","[{'@Name': 'FileName', '#text': 'EmployeeEmployeeOrders.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,EmployeeEmployeeOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT EmployeeOrderID ,  EmployeeID FROM EmployeeOrders'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeEmployeeOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ProductEmployeeOrders'}]",{'@JoinExpression': 'ProductData.ProductOrderID  = InventoryData.ProductOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Int16'}","{'@Name': 'EmployeeEmployeeOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.EmployeeOrderID  = EmployeeEmployeeOrders.EmployeeOrderID '},ExpressionTransform1,MergeJoin,EmployeeEmployeeOrders,DatabaseConnection,"[{'@Name': 'EmployeeEmployeeOrders', '#text': 'ProcessedEmployeeOrders'}, {'@Name': 'ProductEmployeeOrders', '#text': 'ProcessedEmployeeOrders'}]",EmployeeEmployeeOrders,s3://delta-lake/EmployeeEmployeeOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeEmployeeOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml233.xml
ProductEmployeeOrders,s3a://source-delta-lake/ProductEmployeeOrders/,Text,|,"[{'@Name': 'FileName', '#text': 'ProductEmployeeOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '130'}]",FixedWidth,ProductEmployeeOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ProductOrderID ,  ProductID FROM ProductOrders group by ProductOrderID order by ProductID limit 50 offset 650'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeEmployeeOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ProductEmployeeOrders'}]",{'@JoinExpression': 'ProductData.ProductOrderID  = InventoryData.ProductOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Float32'}","{'@Name': 'ProductEmployeeOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.EmployeeOrderID  = ProductEmployeeOrders.EmployeeOrderID '},ExpressionTransform2,MergeJoin,ProductEmployeeOrders,DatabaseConnection,"[{'@Name': 'EmployeeEmployeeOrders', '#text': 'ProcessedEmployeeOrders'}, {'@Name': 'ProductEmployeeOrders', '#text': 'ProcessedEmployeeOrders'}]",ProductEmployeeOrders,s3://delta-lake/ProductEmployeeOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ProductEmployeeOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml233.xml
SalesSalesOrders,s3://source-delta-lake/SalesSalesOrders/,Text,",","[{'@Name': 'FileName', '#text': 'SalesSalesOrders.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,SalesSalesOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT SalesOrderID ,  ReturnOrderID  FROM SalesOrders'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SalesSalesOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ReturnSalesOrders'}]",{'@JoinExpression': 'ProductData.ReturnOrderID  = InventoryData.ReturnOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' ReturnOrderID ', '@DataType': 'Int64'}","{'@Name': 'SalesSalesOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SalesOrderID  = SalesSalesOrders.SalesOrderID '},ExpressionTransform1,UnionAll,SalesSalesOrders,DatabaseConnection,"[{'@Name': 'SalesSalesOrders', '#text': 'ProcessedSalesOrders'}, {'@Name': 'ReturnSalesOrders', '#text': 'ProcessedSalesOrders'}]",SalesSalesOrders,s3://delta-lake/SalesSalesOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SalesSalesOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml234.xml
ReturnSalesOrders,s3a://source-delta-lake/data/ReturnSalesOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'ReturnSalesOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,ReturnSalesOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ReturnOrderID ,  OrderID FROM ReturnOrders where OrderId like '%Ret%''}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SalesSalesOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ReturnSalesOrders'}]",{'@JoinExpression': 'ProductData.ReturnOrderID  = InventoryData.ReturnOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' ReturnOrderID ', '@DataType': 'Text'}","{'@Name': 'ReturnSalesOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SalesOrderID  = ReturnSalesOrders.SalesOrderID '},ExpressionTransform2,LookUp,ReturnSalesOrders,DatabaseConnection,"[{'@Name': 'SalesSalesOrders', '#text': 'ProcessedSalesOrders'}, {'@Name': 'ReturnSalesOrders', '#text': 'ProcessedSalesOrders'}]",ReturnSalesOrders,s3://delta-lake/ReturnSalesOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ReturnSalesOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml234.xml
ServiceRequests,s3a://source-delta-lake/data/ServiceRequests/,Text,|,"[{'@Name': 'FileName', '#text': 'ServiceRequests.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,ServiceRequests,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ServiceRequestID ,  CustomerID FROM ServiceRequests'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'ServiceRequests'}, {'@OutputName': 'InventoryData', '@SourceName': 'InventoryServiceRequests'}]",{'@JoinExpression': 'ProductData.InventoryOrderID  = InventoryData.InventoryOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int32'}","{'@Name': 'ServiceRequests', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ServiceRequestID  = ServiceRequests.ServiceRequestID '},ExpressionTransform1,MultiCast,ServiceRequests,DatabaseConnection,"[{'@Name': 'ServiceRequests', '#text': 'ProcessedServiceRequests'}, {'@Name': 'InventoryServiceRequests', '#text': 'ProcessedServiceRequests'}]",ServiceRequests,s3://delta-lake/ServiceRequests/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ServiceRequests.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml235.xml
InventoryServiceRequests,s3://source-delta-lake/data/InventoryServiceRequests/,Text,:,"[{'@Name': 'FileName', '#text': 'InventoryServiceRequests.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,InventoryServiceRequests,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT InventoryOrderID ,  ProductID FROM InventoryOrders where order_date >= curr_date'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'ServiceRequests'}, {'@OutputName': 'InventoryData', '@SourceName': 'InventoryServiceRequests'}]",{'@JoinExpression': 'ProductData.InventoryOrderID  = InventoryData.InventoryOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Text'}","{'@Name': 'InventoryServiceRequests', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ServiceRequestID  = InventoryServiceRequests.ServiceRequestID '},ExpressionTransform2,Sort,InventoryServiceRequests,DatabaseConnection,"[{'@Name': 'ServiceRequests', '#text': 'ProcessedServiceRequests'}, {'@Name': 'InventoryServiceRequests', '#text': 'ProcessedServiceRequests'}]",InventoryServiceRequests,s3://delta-lake/InventoryServiceRequests/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'InventoryServiceRequests.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml235.xml
RepairRepairOrders,s3a://source-delta-lake/RepairRepairOrders/,Text,:,"[{'@Name': 'FileName', '#text': 'RepairRepairOrders.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,RepairRepairOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT RepairOrderID ,  ProjectOrderID  FROM RepairOrders'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'RepairRepairOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ProjectRepairOrders'}]",{'@JoinExpression': 'ProductData.ProjectOrderID  = InventoryData.ProjectOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' ProjectOrderID ', '@DataType': 'Float8'}","{'@Name': 'RepairRepairOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RepairOrderID  = RepairRepairOrders.RepairOrderID '},ExpressionTransform1,MultiCast,RepairRepairOrders,DatabaseConnection,"[{'@Name': 'RepairRepairOrders', '#text': 'ProcessedRepairOrders'}, {'@Name': 'ProjectRepairOrders', '#text': 'ProcessedRepairOrders'}]",RepairRepairOrders,s3://delta-lake/RepairRepairOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'RepairRepairOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml236.xml
ProjectRepairOrders,s3a://source-delta-lake/data/ProjectRepairOrders/,Text,|,"[{'@Name': 'FileName', '#text': 'ProjectRepairOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '130'}]",FixedWidth,ProjectRepairOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ProjectOrderID ,  ProjectID FROM ProjectOrders limit 100 offset 453 '}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'RepairRepairOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ProjectRepairOrders'}]",{'@JoinExpression': 'ProductData.ProjectOrderID  = InventoryData.ProjectOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' ProjectOrderID ', '@DataType': 'Float16'}","{'@Name': 'ProjectRepairOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RepairOrderID  = ProjectRepairOrders.RepairOrderID '},ExpressionTransform2,LookUp,ProjectRepairOrders,DatabaseConnection,"[{'@Name': 'RepairRepairOrders', '#text': 'ProcessedRepairOrders'}, {'@Name': 'ProjectRepairOrders', '#text': 'ProcessedRepairOrders'}]",ProjectRepairOrders,s3://delta-lake/ProjectRepairOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ProjectRepairOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml236.xml
SubscriptionSubscriptionOrders,s3a://source-delta-lake/data/SubscriptionSubscriptionOrders/,Text,",","[{'@Name': 'FileName', '#text': 'SubscriptionSubscriptionOrders.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,SubscriptionSubscriptionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT SubscriptionOrderID ,  CustomerID FROM SubscriptionOrders'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionSubscriptionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'TrainingSubscriptionOrders'}]",{'@JoinExpression': 'ProductData.TrainingOrderID  = InventoryData.TrainingOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int8'}","{'@Name': 'SubscriptionSubscriptionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SubscriptionOrderID  = SubscriptionSubscriptionOrders.SubscriptionOrderID '},ExpressionTransform1,LookUp,SubscriptionSubscriptionOrders,DatabaseConnection,"[{'@Name': 'SubscriptionSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}, {'@Name': 'TrainingSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}]",SubscriptionSubscriptionOrders,s3://delta-lake/SubscriptionSubscriptionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SubscriptionSubscriptionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml237.xml
TrainingSubscriptionOrders,s3://source-delta-lake/TrainingSubscriptionOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'TrainingSubscriptionOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '120'}]",FixedWidth,TrainingSubscriptionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT TrainingOrderID ,  TrainingID FROM TrainingOrders where dept = 'HR' or dept = 'IT''}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionSubscriptionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'TrainingSubscriptionOrders'}]",{'@JoinExpression': 'ProductData.TrainingOrderID  = InventoryData.TrainingOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int32'}","{'@Name': 'TrainingSubscriptionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SubscriptionOrderID  = TrainingSubscriptionOrders.SubscriptionOrderID '},ExpressionTransform2,Merge,TrainingSubscriptionOrders,DatabaseConnection,"[{'@Name': 'SubscriptionSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}, {'@Name': 'TrainingSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}]",TrainingSubscriptionOrders,s3://delta-lake/TrainingSubscriptionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'TrainingSubscriptionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml237.xml
MaintenanceMaintenanceOrders,s3://source-delta-lake/MaintenanceMaintenanceOrders/,Text,:,"[{'@Name': 'FileName', '#text': 'MaintenanceMaintenanceOrders.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,MaintenanceMaintenanceOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT MaintenanceOrderID ,  EquipmentID FROM MaintenanceOrders'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'MaintenanceMaintenanceOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'LoanApplications'}]",{'@JoinExpression': 'ProductData.ApplicationID  = InventoryData.ApplicationID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EquipmentID', '@DataType': 'Int32'}","{'@Name': 'MaintenanceMaintenanceOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.MaintenanceOrderID  = MaintenanceMaintenanceOrders.MaintenanceOrderID '},ExpressionTransform1,MultiCast,MaintenanceMaintenanceOrders,DatabaseConnection,"[{'@Name': 'MaintenanceMaintenanceOrders', '#text': 'ProcessedMaintenanceOrders'}, {'@Name': 'LoanApplications', '#text': 'ProcessedMaintenanceOrders'}]",MaintenanceMaintenanceOrders,s3://delta-lake/MaintenanceMaintenanceOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'MaintenanceMaintenanceOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml238.xml
LoanApplications,s3://source-delta-lake/LoanApplications/,Text,|,"[{'@Name': 'FileName', '#text': 'LoanApplications.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '170'}]",FixedWidth,LoanApplications,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ApplicationID ,  CustomerID FROM LoanApplications where country = 'spain' group by ApplicationID order by CustomerID desc'}",MergeJoin2,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'MaintenanceMaintenanceOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'LoanApplications'}]",{'@JoinExpression': 'ProductData.ApplicationID  = InventoryData.ApplicationID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EquipmentID', '@DataType': 'Float8'}","{'@Name': 'LoanApplications', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.MaintenanceOrderID  = LoanApplications.MaintenanceOrderID '},ExpressionTransform2,Sort,LoanApplications,DatabaseConnection,"[{'@Name': 'MaintenanceMaintenanceOrders', '#text': 'ProcessedMaintenanceOrders'}, {'@Name': 'LoanApplications', '#text': 'ProcessedMaintenanceOrders'}]",LoanApplications,s3://delta-lake/LoanApplications/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'LoanApplications.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml238.xml
InspectionInspectionOrders,s3a://source-delta-lake/InspectionInspectionOrders/,Text,:,"[{'@Name': 'FileName', '#text': 'InspectionInspectionOrders.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,InspectionInspectionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT InspectionOrderID ,  FacilityID FROM InspectionOrders'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'InspectionInspectionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'MarketingInspectionOrders'}]",{'@JoinExpression': 'ProductData.MarketingOrderID  = InventoryData.MarketingOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Float64'}","{'@Name': 'InspectionInspectionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.InspectionOrderID  = InspectionInspectionOrders.InspectionOrderID '},ExpressionTransform1,Merge,InspectionInspectionOrders,DatabaseConnection,"[{'@Name': 'InspectionInspectionOrders', '#text': 'ProcessedInspectionOrders'}, {'@Name': 'MarketingInspectionOrders', '#text': 'ProcessedInspectionOrders'}]",InspectionInspectionOrders,s3://delta-lake/InspectionInspectionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'InspectionInspectionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml239.xml
