Cluster ID,MergeJoinTransform_JoinType,ExpressionTransform_InputName,xml_filename,MergeJoinTransform_JoinCondition_@JoinExpression,LookupTransform_LookupCondition_@JoinExpression,FlatFileSource_Name__FlatFileSource_ConnectionName__OleDbSource_Name__OleDbDestination_Name__FlatFileDestination_Name__FlatFileDestination_ConnectionName__LookupTransform_LookupSource_@Name,MergeJoinTransform_JoinInput_0_@SourceName__OleDbDestination_Property_0_@Name,MergeJoinTransform_JoinInput_1_@SourceName__OleDbDestination_Property_1_@Name,OleDbDestination_Property_0_#text__OleDbDestination_Property_1_#text
0,LeftJoin,LookUp,xml112.xml,ProductData.SecurityID  = InventoryData.SecurityID ,MergedData.UtilizationID  = FacilitySecurity.UtilizationID ,FacilitySecurity,FacilityUtilization,FacilitySecurity,ProcessedFacilityUtilization
0,InnerJoin,MergeJoin,xml113.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ReportID  = FinancialReports.ReportID ,FinancialReports,FinancialReports,SalesPerformance,ProcessedFinancialReports
0,OuterJoin,MergeJoin,xml113.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ReportID  = SalesPerformance.ReportID ,SalesPerformance,FinancialReports,SalesPerformance,ProcessedFinancialReports
5,LeftJoin,UnionAll,xml114.xml,ProductData.ReportID  = InventoryData.ReportID ,MergedData.DataID  = ForecastingData.DataID ,ForecastingData,ForecastingData,ExpenseReports,ProcessedForecastingData
5,OuterJoin,MergeJoin,xml114.xml,ProductData.ReportID  = InventoryData.ReportID ,MergedData.DataID  = ExpenseReports.DataID ,ExpenseReports,ForecastingData,ExpenseReports,ProcessedForecastingData
5,OuterJoin,UnionAll,xml115.xml,ProductData.RegulationID  = InventoryData.RegulationID ,MergedData.ComplianceID  = GlobalTradeCompliance.ComplianceID ,GlobalTradeCompliance,GlobalTradeCompliance,GovernmentRegulations,ProcessedGlobalTradeCompliance
5,LeftJoin,Merge,xml115.xml,ProductData.RegulationID  = InventoryData.RegulationID ,MergedData.ComplianceID  = GovernmentRegulations.ComplianceID ,GovernmentRegulations,GlobalTradeCompliance,GovernmentRegulations,ProcessedGlobalTradeCompliance
1,RightJoin,MultiCast,xml116.xml,ProductData.TrackingID  = InventoryData.TrackingID ,MergedData.StatusID  = InventoryStatus.StatusID ,InventoryStatus,InventoryStatus,ShipmentTracking,ProcessedInventoryStatus
1,RightJoin,MultiCast,xml116.xml,ProductData.TrackingID  = InventoryData.TrackingID ,MergedData.StatusID  = ShipmentTracking.StatusID ,ShipmentTracking,InventoryStatus,ShipmentTracking,ProcessedInventoryStatus
2,RightJoin,UnionAll,xml117.xml,ProductData.ControlID  = InventoryData.ControlID ,MergedData.ItemID  = LostAndFound.ItemID ,LostAndFound,LostAndFound,QualityControl,ProcessedLostAndFound
2,RightJoin,MergeJoin,xml117.xml,ProductData.ControlID  = InventoryData.ControlID ,MergedData.ItemID  = QualityControl.ItemID ,QualityControl,LostAndFound,QualityControl,ProcessedLostAndFound
2,InnerJoin,LookUp,xml118.xml,ProductData.CampaignID  = InventoryData.CampaignID ,MergedData.StrategyID  = MarketExpansionStrategies.StrategyID ,MarketExpansionStrategies,MarketExpansionStrategies,MarketingCampaigns,ProcessedMarketExpansionStrategies
2,InnerJoin,LookUp,xml118.xml,ProductData.CampaignID  = InventoryData.CampaignID ,MergedData.StrategyID  = MarketingCampaigns.StrategyID ,MarketingCampaigns,MarketExpansionStrategies,MarketingCampaigns,ProcessedMarketExpansionStrategies
4,RightJoin,UnionAll,xml119.xml,ProductData.AnalysisID  = InventoryData.AnalysisID ,MergedData.ResearchID  = MarketResearchData.ResearchID ,MarketResearchData,MarketResearchData,MarketTrendsAnalysis,ProcessedMarketResearchData
4,LeftJoin,UnionAll,xml119.xml,ProductData.AnalysisID  = InventoryData.AnalysisID ,MergedData.ResearchID  = MarketTrendsAnalysis.ResearchID ,MarketTrendsAnalysis,MarketResearchData,MarketTrendsAnalysis,ProcessedMarketResearchData
2,InnerJoin,LookUp,xml120.xml,ProductData.BillingID  = InventoryData.BillingID ,MergedData.FulfillmentID  = OrderFulfillment.FulfillmentID ,OrderFulfillment,OrderFulfillment,OrderBilling,ProcessedOrderFulfillment
2,RightJoin,MultiCast,xml120.xml,ProductData.BillingID  = InventoryData.BillingID ,MergedData.FulfillmentID  = OrderBilling.FulfillmentID ,OrderBilling,OrderFulfillment,OrderBilling,ProcessedOrderFulfillment
3,OuterJoin,Merge,xml121.xml,ProductData.ItemDetailID  = InventoryData.ItemDetailID ,MergedData.OrderHistoryID  = OrderHistory.OrderHistoryID ,OrderHistory,OrderHistory,OrderItemDetails,ProcessedOrderHistory
3,RightJoin,MergeJoin,xml121.xml,ProductData.ItemDetailID  = InventoryData.ItemDetailID ,MergedData.OrderHistoryID  = OrderItemDetails.OrderHistoryID ,OrderItemDetails,OrderHistory,OrderItemDetails,ProcessedOrderHistory
4,RightJoin,MergeJoin,xml122.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.AttributeID  = ProductAttributes.AttributeID ,ProductAttributes,ProductAttributes,ProductPricing,ProcessedProductAttributes
4,LeftJoin,MultiCast,xml122.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.AttributeID  = ProductPricing.AttributeID ,ProductPricing,ProductAttributes,ProductPricing,ProcessedProductAttributes
2,InnerJoin,LookUp,xml123.xml,ProductData.ContactID  = InventoryData.ContactID ,MergedData.ContactID   = ProductCatalog.ContactID  ,ProductCatalog,ProductCatalog,SupplierContact,ProcessedProductCatalog
2,LeftJoin,Merge,xml123.xml,ProductData.ContactID  = InventoryData.ContactID ,MergedData.ContactID   = SupplierContact.ContactID  ,SupplierContact,ProductCatalog,SupplierContact,ProcessedProductCatalog
0,InnerJoin,LookUp,xml124.xml,ProductData.FeedbackID  = InventoryData.FeedbackID ,MergedData.ReviewID  = ProductReviews.ReviewID ,ProductReviews,ProductReviews,CustomerFeedback,ProcessedProductReviews
0,InnerJoin,UnionAll,xml124.xml,ProductData.FeedbackID  = InventoryData.FeedbackID ,MergedData.ReviewID  = CustomerFeedback.ReviewID ,CustomerFeedback,ProductReviews,CustomerFeedback,ProcessedProductReviews
5,LeftJoin,Merge,xml125.xml,ProductData.AdjustmentID  = InventoryData.AdjustmentID ,MergedData.ReturnID  = ReturnsHistory.ReturnID ,ReturnsHistory,ReturnsHistory,PriceAdjustments,ProcessedReturnsHistory
5,LeftJoin,LookUp,xml125.xml,ProductData.AdjustmentID  = InventoryData.AdjustmentID ,MergedData.ReturnID  = PriceAdjustments.ReturnID ,PriceAdjustments,ReturnsHistory,PriceAdjustments,ProcessedReturnsHistory
2,OuterJoin,LookUp,xml126.xml,ProductData.EmployeeID  = InventoryData.EmployeeID ,MergedData.LocationID  = StoreLocation.LocationID ,StoreLocation,StoreLocation,EmployeeDetails,ProcessedStoreLocation
2,LeftJoin,UnionAll,xml126.xml,ProductData.EmployeeID  = InventoryData.EmployeeID ,MergedData.LocationID  = EmployeeDetails.LocationID ,EmployeeDetails,StoreLocation,EmployeeDetails,ProcessedStoreLocation
0,LeftJoin,LookUp,xml127.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ContractID  = VendorContracts.ContractID ,VendorContracts,VendorContracts,SupplierPerformance,ProcessedVendorContracts
0,InnerJoin,Sort,xml127.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ContractID  = SupplierPerformance.ContractID ,SupplierPerformance,VendorContracts,SupplierPerformance,ProcessedVendorContracts
2,InnerJoin,LookUp,xml128.xml,ProductData.EquipmentID  = InventoryData.EquipmentID ,MergedData.WarehouseID  = WarehouseLocation.WarehouseID ,WarehouseLocation,WarehouseLocation,RentalEquipment,ProcessedWarehouseLocation
2,LeftJoin,Sort,xml128.xml,ProductData.EquipmentID  = InventoryData.EquipmentID ,MergedData.WarehouseID  = RentalEquipment.WarehouseID ,RentalEquipment,WarehouseLocation,RentalEquipment,ProcessedWarehouseLocation
2,OuterJoin,MultiCast,xml129.xml,ProductData.AddressID  = InventoryData.AddressID ,MergedData. FirstName  = customer. FirstName ,customer,customer,customer_address,Processedcustomer
2,InnerJoin,Merge,xml129.xml,ProductData.AddressID  = InventoryData.AddressID ,MergedData. FirstName  = customer_address. FirstName ,customer_address,customer,customer_address,Processedcustomer
4,InnerJoin,MergeJoin,xml130.xml,ProductData.AccountID  = InventoryData.AccountID ,MergedData.CustomerInfoID  = CustomerInformation.CustomerInfoID ,CustomerInformation,CustomerInformation,AccountDetails,ProcessedCustomerInformation
4,RightJoin,LookUp,xml130.xml,ProductData.AccountID  = InventoryData.AccountID ,MergedData.CustomerInfoID  = AccountDetails.CustomerInfoID ,AccountDetails,CustomerInformation,AccountDetails,ProcessedCustomerInformation
0,OuterJoin,UnionAll,xml131.xml,ProductData.LoanID  = InventoryData.LoanID ,MergedData.RequestID  = CustomerRequests.RequestID ,CustomerRequests,CustomerRequests,LoanDetails,ProcessedCustomerRequests
0,OuterJoin,Merge,xml131.xml,ProductData.LoanID  = InventoryData.LoanID ,MergedData.RequestID  = LoanDetails.RequestID ,LoanDetails,CustomerRequests,LoanDetails,ProcessedCustomerRequests
1,LeftJoin,UnionAll,xml132.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData.CardID  = CreditCardDetails.CardID ,CreditCardDetails,CreditCardDetails,TransactionHistory,ProcessedCreditCardDetails
1,InnerJoin,MergeJoin,xml132.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData.CardID  = TransactionHistory.CardID ,TransactionHistory,CreditCardDetails,TransactionHistory,ProcessedCreditCardDetails
2,InnerJoin,MultiCast,xml133.xml,ProductData.OrderDetailID  = InventoryData.OrderDetailID ,MergedData.OrderID  = CustomerCustomerOrders.OrderID ,CustomerCustomerOrders,CustomerCustomerOrders,OrderDetails,ProcessedCustomerOrders
2,RightJoin,Sort,xml133.xml,ProductData.OrderDetailID  = InventoryData.OrderDetailID ,MergedData.OrderID  = OrderDetails.OrderID ,OrderDetails,CustomerCustomerOrders,OrderDetails,ProcessedCustomerOrders
4,InnerJoin,Merge,xml134.xml,ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID ,MergedData.PurchaseOrderID  = PurchasePurchaseOrders.PurchaseOrderID ,PurchasePurchaseOrders,PurchasePurchaseOrders,ShipmentRecords,ProcessedPurchaseOrders
4,OuterJoin,Merge,xml134.xml,ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID ,MergedData.PurchaseOrderID  = ShipmentRecords.PurchaseOrderID ,ShipmentRecords,PurchasePurchaseOrders,ShipmentRecords,ProcessedPurchaseOrders
5,LeftJoin,MergeJoin,xml135.xml,ProductData.ProductOrderID  = InventoryData.ProductOrderID ,MergedData.EmployeeOrderID  = EmployeeEmployeeOrders.EmployeeOrderID ,EmployeeEmployeeOrders,EmployeeEmployeeOrders,ProductEmployeeOrders,ProcessedEmployeeOrders
5,LeftJoin,LookUp,xml135.xml,ProductData.ProductOrderID  = InventoryData.ProductOrderID ,MergedData.EmployeeOrderID  = ProductEmployeeOrders.EmployeeOrderID ,ProductEmployeeOrders,EmployeeEmployeeOrders,ProductEmployeeOrders,ProcessedEmployeeOrders
5,InnerJoin,Merge,xml136.xml,ProductData.ReturnOrderID  = InventoryData.ReturnOrderID ,MergedData.SalesOrderID  = SalesSalesOrders.SalesOrderID ,SalesSalesOrders,SalesSalesOrders,ReturnSalesOrders,ProcessedSalesOrders
5,RightJoin,MergeJoin,xml136.xml,ProductData.ReturnOrderID  = InventoryData.ReturnOrderID ,MergedData.SalesOrderID  = ReturnSalesOrders.SalesOrderID ,ReturnSalesOrders,SalesSalesOrders,ReturnSalesOrders,ProcessedSalesOrders
5,InnerJoin,Merge,xml137.xml,ProductData.InventoryOrderID  = InventoryData.InventoryOrderID ,MergedData.ServiceRequestID  = ServiceRequests.ServiceRequestID ,ServiceRequests,ServiceRequests,InventoryServiceRequests,ProcessedServiceRequests
5,RightJoin,Sort,xml137.xml,ProductData.InventoryOrderID  = InventoryData.InventoryOrderID ,MergedData.ServiceRequestID  = InventoryServiceRequests.ServiceRequestID ,InventoryServiceRequests,ServiceRequests,InventoryServiceRequests,ProcessedServiceRequests
1,LeftJoin,UnionAll,xml138.xml,ProductData.ProjectOrderID  = InventoryData.ProjectOrderID ,MergedData.RepairOrderID  = RepairRepairOrders.RepairOrderID ,RepairRepairOrders,RepairRepairOrders,ProjectRepairOrders,ProcessedRepairOrders
1,RightJoin,Merge,xml138.xml,ProductData.ProjectOrderID  = InventoryData.ProjectOrderID ,MergedData.RepairOrderID  = ProjectRepairOrders.RepairOrderID ,ProjectRepairOrders,RepairRepairOrders,ProjectRepairOrders,ProcessedRepairOrders
5,OuterJoin,Sort,xml139.xml,ProductData.TrainingOrderID  = InventoryData.TrainingOrderID ,MergedData.SubscriptionOrderID  = SubscriptionSubscriptionOrders.SubscriptionOrderID ,SubscriptionSubscriptionOrders,SubscriptionSubscriptionOrders,TrainingSubscriptionOrders,ProcessedSubscriptionOrders
5,LeftJoin,MultiCast,xml139.xml,ProductData.TrainingOrderID  = InventoryData.TrainingOrderID ,MergedData.SubscriptionOrderID  = TrainingSubscriptionOrders.SubscriptionOrderID ,TrainingSubscriptionOrders,SubscriptionSubscriptionOrders,TrainingSubscriptionOrders,ProcessedSubscriptionOrders
1,RightJoin,Sort,xml140.xml,ProductData.ApplicationID  = InventoryData.ApplicationID ,MergedData.MaintenanceOrderID  = MaintenanceMaintenanceOrders.MaintenanceOrderID ,MaintenanceMaintenanceOrders,MaintenanceMaintenanceOrders,LoanApplications,ProcessedMaintenanceOrders
1,RightJoin,MergeJoin,xml140.xml,ProductData.ApplicationID  = InventoryData.ApplicationID ,MergedData.MaintenanceOrderID  = LoanApplications.MaintenanceOrderID ,LoanApplications,MaintenanceMaintenanceOrders,LoanApplications,ProcessedMaintenanceOrders
3,InnerJoin,UnionAll,xml141.xml,ProductData.MarketingOrderID  = InventoryData.MarketingOrderID ,MergedData.InspectionOrderID  = InspectionInspectionOrders.InspectionOrderID ,InspectionInspectionOrders,InspectionInspectionOrders,MarketingInspectionOrders,ProcessedInspectionOrders
3,OuterJoin,LookUp,xml141.xml,ProductData.MarketingOrderID  = InventoryData.MarketingOrderID ,MergedData.InspectionOrderID  = MarketingInspectionOrders.InspectionOrderID ,MarketingInspectionOrders,InspectionInspectionOrders,MarketingInspectionOrders,ProcessedInspectionOrders
1,OuterJoin,LookUp,xml142.xml,ProductData.LicenseOrderID  = InventoryData.LicenseOrderID ,MergedData.RenewalID  = SubscriptionRenewals.RenewalID ,SubscriptionRenewals,SubscriptionRenewals,LicenseSubscriptionRenewals,ProcessedSubscriptionRenewals
1,LeftJoin,LookUp,xml142.xml,ProductData.LicenseOrderID  = InventoryData.LicenseOrderID ,MergedData.RenewalID  = LicenseSubscriptionRenewals.RenewalID ,LicenseSubscriptionRenewals,SubscriptionRenewals,LicenseSubscriptionRenewals,ProcessedSubscriptionRenewals
0,InnerJoin,MergeJoin,xml143.xml,ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID ,MergedData.LeaseOrderID  = LeaseLeaseOrders.LeaseOrderID ,LeaseLeaseOrders,LeaseLeaseOrders,AdvertisementLeaseOrders,ProcessedLeaseOrders
0,LeftJoin,MultiCast,xml143.xml,ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID ,MergedData.LeaseOrderID  = AdvertisementLeaseOrders.LeaseOrderID ,AdvertisementLeaseOrders,LeaseLeaseOrders,AdvertisementLeaseOrders,ProcessedLeaseOrders
5,InnerJoin,MultiCast,xml144.xml,ProductData.TravelOrderID  = InventoryData.TravelOrderID ,MergedData.EventOrderID  = EventEventOrders.EventOrderID ,EventEventOrders,EventEventOrders,TravelEventOrders,ProcessedEventOrders
5,OuterJoin,MultiCast,xml144.xml,ProductData.TravelOrderID  = InventoryData.TravelOrderID ,MergedData.EventOrderID  = TravelEventOrders.EventOrderID ,TravelEventOrders,EventEventOrders,TravelEventOrders,ProcessedEventOrders
4,RightJoin,UnionAll,xml145.xml,ProductData.MembershipOrderID  = InventoryData.MembershipOrderID ,MergedData.FacilityOrderID  = FacilityFacilityOrders.FacilityOrderID ,FacilityFacilityOrders,FacilityFacilityOrders,MembershipFacilityOrders,ProcessedFacilityOrders
4,RightJoin,MultiCast,xml145.xml,ProductData.MembershipOrderID  = InventoryData.MembershipOrderID ,MergedData.FacilityOrderID  = MembershipFacilityOrders.FacilityOrderID ,MembershipFacilityOrders,FacilityFacilityOrders,MembershipFacilityOrders,ProcessedFacilityOrders
0,InnerJoin,Sort,xml146.xml,ProductData.SupplyOrderID  = InventoryData.SupplyOrderID ,MergedData.ConsultingOrderID  = ConsultingConsultingOrders.ConsultingOrderID ,ConsultingConsultingOrders,ConsultingConsultingOrders,SupplyConsultingOrders,ProcessedConsultingOrders
0,OuterJoin,MergeJoin,xml146.xml,ProductData.SupplyOrderID  = InventoryData.SupplyOrderID ,MergedData.ConsultingOrderID  = SupplyConsultingOrders.ConsultingOrderID ,SupplyConsultingOrders,ConsultingConsultingOrders,SupplyConsultingOrders,ProcessedConsultingOrders
2,OuterJoin,Merge,xml147.xml,ProductData.SurveyOrderID  = InventoryData.SurveyOrderID ,MergedData.MaterialOrderID  = TrainingMaterialTrainingMaterialOrders.MaterialOrderID ,TrainingMaterialTrainingMaterialOrders,TrainingMaterialTrainingMaterialOrders,SurveyTrainingMaterialOrders,ProcessedTrainingMaterialOrders
2,InnerJoin,Sort,xml147.xml,ProductData.SurveyOrderID  = InventoryData.SurveyOrderID ,MergedData.MaterialOrderID  = SurveyTrainingMaterialOrders.MaterialOrderID ,SurveyTrainingMaterialOrders,TrainingMaterialTrainingMaterialOrders,SurveyTrainingMaterialOrders,ProcessedTrainingMaterialOrders
0,InnerJoin,MultiCast,xml148.xml,ProductData.PromotionID  = InventoryData.PromotionID ,MergedData.CategoryID  = CategoryCatalog.CategoryID ,CategoryCatalog,CategoryCatalog,PromotionDetails,ProcessedCategoryCatalog
0,LeftJoin,LookUp,xml148.xml,ProductData.PromotionID  = InventoryData.PromotionID ,MergedData.CategoryID  = PromotionDetails.CategoryID ,PromotionDetails,CategoryCatalog,PromotionDetails,ProcessedCategoryCatalog
1,RightJoin,UnionAll,xml149.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.CompetitorID  = CompetitorAnalysis.CompetitorID ,CompetitorAnalysis,CompetitorAnalysis,CompetitorPricing,ProcessedCompetitorAnalysis
1,OuterJoin,LookUp,xml149.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.CompetitorID  = CompetitorPricing.CompetitorID ,CompetitorPricing,CompetitorAnalysis,CompetitorPricing,ProcessedCompetitorAnalysis
4,RightJoin,MultiCast,xml150.xml,ProductData.ComplianceID  = InventoryData.ComplianceID ,MergedData.RecordID  = ComplianceRecords.RecordID ,ComplianceRecords,ComplianceRecords,LegalCompliance,ProcessedComplianceRecords
4,LeftJoin,UnionAll,xml150.xml,ProductData.ComplianceID  = InventoryData.ComplianceID ,MergedData.RecordID  = LegalCompliance.RecordID ,LegalCompliance,ComplianceRecords,LegalCompliance,ProcessedComplianceRecords
5,RightJoin,MergeJoin,xml151.xml,ProductData.LoyaltyID  = InventoryData.LoyaltyID ,MergedData.AcquisitionID  = CustomerAcquisition.AcquisitionID ,CustomerAcquisition,CustomerAcquisition,CustomerLoyalty,ProcessedCustomerAcquisition
5,OuterJoin,MultiCast,xml151.xml,ProductData.LoyaltyID  = InventoryData.LoyaltyID ,MergedData.AcquisitionID  = CustomerLoyalty.AcquisitionID ,CustomerLoyalty,CustomerAcquisition,CustomerLoyalty,ProcessedCustomerAcquisition
1,OuterJoin,UnionAll,xml152.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData. FirstName  = CustomerInfo. FirstName ,CustomerInfo,CustomerInfo,TransactionHistory,ProcessedCustomerInfo
1,LeftJoin,Merge,xml152.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData. FirstName  = TransactionHistory. FirstName ,TransactionHistory,CustomerInfo,TransactionHistory,ProcessedCustomerInfo
5,InnerJoin,MergeJoin,xml153.xml,ProductData.RetentionID  = InventoryData.RetentionID ,MergedData.PreferenceID  = CustomerPreferences.PreferenceID ,CustomerPreferences,CustomerPreferences,CustomerRetention,ProcessedCustomerPreferences
5,OuterJoin,MultiCast,xml153.xml,ProductData.RetentionID  = InventoryData.RetentionID ,MergedData.PreferenceID  = CustomerRetention.PreferenceID ,CustomerRetention,CustomerPreferences,CustomerRetention,ProcessedCustomerPreferences
4,RightJoin,MultiCast,xml154.xml,ProductData.LogID  = InventoryData.LogID ,MergedData.SegmentID  = CustomerSegments.SegmentID ,CustomerSegments,CustomerSegments,CustomerSupportLogs,ProcessedCustomerSegments
4,RightJoin,MergeJoin,xml154.xml,ProductData.LogID  = InventoryData.LogID ,MergedData.SegmentID  = CustomerSupportLogs.SegmentID ,CustomerSupportLogs,CustomerSegments,CustomerSupportLogs,ProcessedCustomerSegments
1,LeftJoin,MergeJoin,xml155.xml,ProductData.IntegrationID  = InventoryData.IntegrationID ,MergedData.ForecastID  = DemandForecasting.ForecastID ,DemandForecasting,DemandForecasting,E-commerceIntegration,ProcessedDemandForecasting
1,RightJoin,MergeJoin,xml155.xml,ProductData.IntegrationID  = InventoryData.IntegrationID ,MergedData.ForecastID  = E-commerceIntegration.ForecastID ,E-commerceIntegration,DemandForecasting,E-commerceIntegration,ProcessedDemandForecasting
2,OuterJoin,UnionAll,xml156.xml,ProductData.TrainingID  = InventoryData.TrainingID ,MergedData.AttendanceID  = EmployeeAttendance.AttendanceID ,EmployeeAttendance,EmployeeAttendance,EmployeeTraining,ProcessedEmployeeAttendance
2,RightJoin,Sort,xml156.xml,ProductData.TrainingID  = InventoryData.TrainingID ,MergedData.AttendanceID  = EmployeeTraining.AttendanceID ,EmployeeTraining,EmployeeAttendance,EmployeeTraining,ProcessedEmployeeAttendance
5,InnerJoin,Merge,xml157.xml,ProductData.ScheduleID  = InventoryData.ScheduleID ,MergedData.BenefitID  = EmployeeBenefits.BenefitID ,EmployeeBenefits,EmployeeBenefits,EmployeeScheduling,ProcessedEmployeeBenefits
5,RightJoin,UnionAll,xml157.xml,ProductData.ScheduleID  = InventoryData.ScheduleID ,MergedData.BenefitID  = EmployeeScheduling.BenefitID ,EmployeeScheduling,EmployeeBenefits,EmployeeScheduling,ProcessedEmployeeBenefits
3,OuterJoin,Sort,xml158.xml,ProductData.ClaimID  = InventoryData.ClaimID ,MergedData.DisciplinaryID  = EmployeeDisciplinary.DisciplinaryID ,EmployeeDisciplinary,EmployeeDisciplinary,EmployeeBenefitsClaims,ProcessedEmployeeDisciplinary
3,RightJoin,Merge,xml158.xml,ProductData.ClaimID  = InventoryData.ClaimID ,MergedData.DisciplinaryID  = EmployeeBenefitsClaims.DisciplinaryID ,EmployeeBenefitsClaims,EmployeeDisciplinary,EmployeeBenefitsClaims,ProcessedEmployeeDisciplinary
2,InnerJoin,MultiCast,xml159.xml,ProductData.TrainingLogID  = InventoryData.TrainingLogID ,MergedData.EngagementID  = EmployeeEngagement.EngagementID ,EmployeeEngagement,EmployeeEngagement,EmployeeTrainingLogs,ProcessedEmployeeEngagement
2,OuterJoin,MergeJoin,xml159.xml,ProductData.TrainingLogID  = InventoryData.TrainingLogID ,MergedData.EngagementID  = EmployeeTrainingLogs.EngagementID ,EmployeeTrainingLogs,EmployeeEngagement,EmployeeTrainingLogs,ProcessedEmployeeEngagement
2,RightJoin,MultiCast,xml160.xml,ProductData.InspectionID  = InventoryData.InspectionID ,MergedData.ConsumptionID  = EnergyConsumption.ConsumptionID ,EnergyConsumption,EnergyConsumption,FacilityInspections,ProcessedEnergyConsumption
2,RightJoin,MultiCast,xml160.xml,ProductData.InspectionID  = InventoryData.InspectionID ,MergedData.ConsumptionID  = FacilityInspections.ConsumptionID ,FacilityInspections,EnergyConsumption,FacilityInspections,ProcessedEnergyConsumption
0,InnerJoin,Sort,xml161.xml,ProductData.SecurityID  = InventoryData.SecurityID ,MergedData.UtilizationID  = FacilityUtilization.UtilizationID ,FacilityUtilization,FacilityUtilization,FacilitySecurity,ProcessedFacilityUtilization
0,InnerJoin,MergeJoin,xml161.xml,ProductData.SecurityID  = InventoryData.SecurityID ,MergedData.UtilizationID  = FacilitySecurity.UtilizationID ,FacilitySecurity,FacilityUtilization,FacilitySecurity,ProcessedFacilityUtilization
0,InnerJoin,LookUp,xml162.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ReportID  = FinancialReports.ReportID ,FinancialReports,FinancialReports,SalesPerformance,ProcessedFinancialReports
0,InnerJoin,MultiCast,xml162.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ReportID  = SalesPerformance.ReportID ,SalesPerformance,FinancialReports,SalesPerformance,ProcessedFinancialReports
5,OuterJoin,Sort,xml163.xml,ProductData.ReportID  = InventoryData.ReportID ,MergedData.DataID  = ForecastingData.DataID ,ForecastingData,ForecastingData,ExpenseReports,ProcessedForecastingData
5,OuterJoin,MergeJoin,xml163.xml,ProductData.ReportID  = InventoryData.ReportID ,MergedData.DataID  = ExpenseReports.DataID ,ExpenseReports,ForecastingData,ExpenseReports,ProcessedForecastingData
5,InnerJoin,LookUp,xml164.xml,ProductData.RegulationID  = InventoryData.RegulationID ,MergedData.ComplianceID  = GlobalTradeCompliance.ComplianceID ,GlobalTradeCompliance,GlobalTradeCompliance,GovernmentRegulations,ProcessedGlobalTradeCompliance
5,OuterJoin,Sort,xml164.xml,ProductData.RegulationID  = InventoryData.RegulationID ,MergedData.ComplianceID  = GovernmentRegulations.ComplianceID ,GovernmentRegulations,GlobalTradeCompliance,GovernmentRegulations,ProcessedGlobalTradeCompliance
1,InnerJoin,MultiCast,xml165.xml,ProductData.TrackingID  = InventoryData.TrackingID ,MergedData.StatusID  = InventoryStatus.StatusID ,InventoryStatus,InventoryStatus,ShipmentTracking,ProcessedInventoryStatus
1,OuterJoin,MergeJoin,xml165.xml,ProductData.TrackingID  = InventoryData.TrackingID ,MergedData.StatusID  = ShipmentTracking.StatusID ,ShipmentTracking,InventoryStatus,ShipmentTracking,ProcessedInventoryStatus
2,OuterJoin,MultiCast,xml166.xml,ProductData.ControlID  = InventoryData.ControlID ,MergedData.ItemID  = LostAndFound.ItemID ,LostAndFound,LostAndFound,QualityControl,ProcessedLostAndFound
2,OuterJoin,UnionAll,xml166.xml,ProductData.ControlID  = InventoryData.ControlID ,MergedData.ItemID  = QualityControl.ItemID ,QualityControl,LostAndFound,QualityControl,ProcessedLostAndFound
2,LeftJoin,MultiCast,xml167.xml,ProductData.CampaignID  = InventoryData.CampaignID ,MergedData.StrategyID  = MarketExpansionStrategies.StrategyID ,MarketExpansionStrategies,MarketExpansionStrategies,MarketingCampaigns,ProcessedMarketExpansionStrategies
2,InnerJoin,Sort,xml167.xml,ProductData.CampaignID  = InventoryData.CampaignID ,MergedData.StrategyID  = MarketingCampaigns.StrategyID ,MarketingCampaigns,MarketExpansionStrategies,MarketingCampaigns,ProcessedMarketExpansionStrategies
4,LeftJoin,UnionAll,xml168.xml,ProductData.AnalysisID  = InventoryData.AnalysisID ,MergedData.ResearchID  = MarketResearchData.ResearchID ,MarketResearchData,MarketResearchData,MarketTrendsAnalysis,ProcessedMarketResearchData
4,RightJoin,Merge,xml168.xml,ProductData.AnalysisID  = InventoryData.AnalysisID ,MergedData.ResearchID  = MarketTrendsAnalysis.ResearchID ,MarketTrendsAnalysis,MarketResearchData,MarketTrendsAnalysis,ProcessedMarketResearchData
